Ville,CODE_POSTAL_COMPO,PLACE_TOTAL_POUPON,PLACE_TOTAL,PROVINCE,NOM,TYPE,REGION,ADRESSE,SUBV
Gatineau,J8M 2C6,14,80,QC,CENTRE DE LA PETITE ENFANCE TROIS PETITS POINTS ...,CPE,Outaouais,"1105, rue de Neuville",CR
Gatineau,J8M 2C6,15,81,QC,CENTRE DE LA PETITE ENFANCE TROIS PETITS POINTS...   INSTALLATION DU PARC,CPE,Outaouais,"1107, rue de Neuville",CR
Gatineau,J8M 1T3,10,58,QC,CENTRE DE LA PETITE ENFANCE TROIS PETITS POINTS...   INSTALLATION ZAMIZOU,CPE,Outaouais,"1035, rue Yvon Pichette",CR
Gatineau,J8Y 1R7,10,60,QC,CENTRE DE LA PETITE ENFANCE VISION AVENIR,CPE,Outaouais,"46A, boulevard St Raymond",CR
Gatineau,J8R 1M9,8,68,QC,CENTRE DE LA PETITE PETITS PIEDS,CPE,Outaouais,"1174 B, boulevard Saint René Est",CR
Gatineau,J9J 3V2,0,42,QC,CENTRE ÉDUCATIF AU ROYAUME DES ENFANTS,GARD,Outaouais,"86, rue du Tropique",CR
Gatineau,J8Z 1B7,10,60,QC,CENTRE ÉDUCATIF JUMONVILLE,GARD,Outaouais,"38, rue Jumonville",CR
Gatineau,J8Y 3T7,10,60,QC,CENTRE ÉDUCATIF LA PASSERELLE   HULL,GARD,Outaouais,"184, rue Mutchmore",CR
Gatineau,J9H 1Z2,0,32,QC,CENTRE ÉDUCATIF LA PASSERELLE Chelsea,GARD,Outaouais,"147, chemin Vanier, porte 2",CR
Gatineau,J8T 2S2,30,100,QC,CENTRE ÉDUCATIF LA PASSERELLE GATINEAU,GARD,Outaouais,"1075, rue Saint Louis",CR
Gatineau,J8P 6V6,15,66,QC,CENTRE ÉDUCATIF À PAS DE GÉANT INC.,GARD,Outaouais,"10, rue Chiasson",CR
Gatineau,J9H 3S2,0,62,QC,CPE LE CHÂTELET   INSTALLATION DOMAINE DES DÉBROUILLARDS,CPE,Outaouais,"8A, boulevard Lucerne",CR
Gatineau,J9J 2W8,10,80,QC,CPE LE CHÂTELET   INSTALLATION MAISON DES CASTORS,CPE,Outaouais,"30, chemin Rivermead",CR
Gatineau,J9H 3S2,20,52,QC,CPE LE CHÂTELET   INSTALLATION VILLA DES AVENTURIERS,CPE,Outaouais,"8, boulevard Lucerne",CR
Gatineau,J8T 7T7,10,60,QC,CPE LES ENFANTS D'ABORD   Installation PETIT FÉLIX,CPE,Outaouais,"812, boulevard de la Gappe",CR
Gatineau,J8R 1S5,10,80,QC,CPE MARIE SOLEIL,CPE,Outaouais,"185, rue P. Labine",CR
Gatineau,J9J 4G9,20,80,QC,GARDERIE AMI CALIN AYLMER INC.,GARD,Outaouais,"215B, boulevard d'Amaterdam",
Gatineau,J9J 4G9,20,80,QC,GARDERIE AMI CALIN PLATEAU INC.,GARD,Outaouais,"215A, boulevard d'Amsterdam",
Gatineau,J8Y 5J8,10,80,QC,GARDERIE AU CLAIR DE LUNE INC.,GARD,Outaouais,"65, boulevard Moussette",CR
Gatineau,J8Y 5V9,0,60,QC,GARDERIE AU JARDIN DES PETITS AMIS,GARD,Outaouais,"2, rue du Père Béland",CR
Gatineau,J9H 1X3,10,80,QC,GARDERIE AURORA,GARD,Outaouais,"82, chemin Vanier",
Gatineau,J9H 3L1,25,80,QC,GARDERIE DE LA MARINA,GARD,Outaouais,"44, rue principale",CR
Gatineau,J8V 3Z9,5,53,QC,GARDERIE DE LAVERENDRYE,GARD,Outaouais,"1050, boulevard Gréber",CR
Gatineau,J8T 5L8,20,80,QC,GARDERIE DES JARDINS,GARD,Outaouais,"2299, rue Saint Louis",CR
Gatineau,J8P 5K8,20,78,QC,GARDERIE DES JARDINS 2,GARD,Outaouais,"431, rue Main",CR
Gatineau,J8Z 2B5,20,78,QC,GARDERIE DESJARDINS 3,GARD,Outaouais,"240, chemin Freeman",CR
Gatineau,J8Y 1X2,0,50,QC,GARDERIE EXCELSIORI DAYCARE INC.,GARD,Outaouais,"23, rue Bourque",CR
Gatineau,J8Y 6A5,15,87,QC,GARDERIE IMAGINE 2 INC.,GARD,Outaouais,"104, rue Bédard",CR
Gatineau,J8X 3M2,15,87,QC,GARDERIE IMAGINE INC.,GARD,Outaouais,"89, rue Dollard des Ormeaux",CR
Gatineau,J8Y 1W3,0,26,QC,GARDERIE LA MAISONNETTE BLEUE,GARD,Outaouais,"198, rue Gamelin",
Gatineau,J8V 3Z9,10,68,QC,GARDERIE LA MIGNONETTE,GARD,Outaouais,"1054, boulevard Gréber",CR
Gatineau,J9H 4Y1,10,80,QC,GARDERIE LA PRÉ MATERNELLE DU VILLAGE INC.,GARD,Outaouais,"74, rue Front",
Gatineau,J8V 2P9,0,54,QC,GARDERIE LE JARDIN DES COPAINS,GARD,Outaouais,"2947, rue Saint Louis",CR
Gatineau,J9J 0G7,10,68,QC,GARDERIE LE PARADIS DES AMIS,GARD,Outaouais,"77, rue de la Boussole",CR
Gatineau,J8Y 5G5,0,24,QC,GARDERIE LE PETIT JACOB,GARD,Outaouais,"38, rue Isabelle",
Gatineau,J8Y 5G5,10,18,QC,GARDERIE LE PETIT JACOB 2,GARD,Outaouais,"42, rue Isabelle",
Gatineau,J8X 2C4,30,100,QC,GARDERIE LES PETITS AVENTURIERS,GARD,Outaouais,"15, rue Sainte Bernadette",CR
Gatineau,J9J 2W6,10,88,QC,GARDERIE LES PETITS EXPLORATEURS,GARD,Outaouais,"80, rue des Attikameks",CR
Gatineau,J9A 1A8,0,32,QC,GARDERIE LES ROSEAUX INC.,GARD,Outaouais,"2, rue Saint François",
Gatineau,J9A 1V9,10,50,QC,GARDERIE MIRA,GARD,Outaouais,"380, boulevard Saint Raymond",CR
Gatineau,J9H 0J3,20,80,QC,GARDERIE MONTESSORI DU CONNAUGHT,GARD,Outaouais,"365, avenue de l'Hippodrome",
Gatineau,J9J 2X9,10,61,QC,GARDERIE PETITS CRÉATIFS 2,GARD,Outaouais,"28, rue Du Vison",CR
Gatineau,J9J 2X9,5,39,QC,GARDERIE PETITS CRÉATIFS INC.,GARD,Outaouais,"30, rue du Vison",CR
Gatineau,J8P 6R6,10,35,QC,GARDERIE PETITS TRÉSORS,GARD,Outaouais,"456B, montée Paiement",CR
Gatineau,J8P 6Z8,10,80,QC,GARDERIE PLANÈTE KIDS (HULL),GARD,Outaouais,"405, boulevard Maloney Est",
Gatineau,J9A 3G7,20,70,QC,GARDERIE PLANÈTE KIDS (HULL),GARD,Outaouais,"260, boul. St Raymond, unité 102",
Gatineau,J9H 5S9,15,80,QC,GARDERIE PONPON,GARD,Outaouais,"117, Front Street",
Gatineau,J9H 0B8,15,30,QC,GARDERIE POUPONNIÈRE RÊVE D'ENFANCE,GARD,Outaouais,"745, chemin d'Aylmer, bureau 101",
Gatineau,J9A 1V9,10,100,QC,GARDERIE UNIK INC.,GARD,Outaouais,"300, boulevard Saint Raymond",CR
Gatineau,J9J 1E7,20,90,QC,GARDERIE ÉDUCATIVE CHEZ DANIELLE INC.,GARD,Outaouais,"296, chemin Vanier",CR
Gatineau,J8V 4B8,0,78,QC,GARDERIE ÉDUCATIVE ENFANTASTIQUE,GARD,Outaouais,"226, rue de la Plaine",CR
Gatineau,J9J 4J6,10,62,QC,GARDERIE ÉDUCATIVE ENFANTASTIQUE DU PLATEAU INC.,GARD,Outaouais,"35, allée de Hambourg, suite 111",CR
Gatineau,J8Y 5Y7,0,24,QC,GARDERIE ÉDUCATIVE LE PETIT CANETON (RIEL) INC.,GARD,Outaouais,"179, boulevard Riel",
Gatineau,J8Y 2E5,0,26,QC,GARDERIE ÉDUCATIVE LE PETIT CANETON INC.,GARD,Outaouais,"39, boulevard Montclair",
Gatineau,J8Y 3V9,5,57,QC,GARDERIE ÉDUCATIVE LES PETITES COCCINELLES,GARD,Outaouais,"39, boulevard Saint Joseph",CR
Gatineau,J9J 3J1,9,41,QC,GARDERIE ÉDUCATIVE LES POUSSINS FANTASTIQUES INC.,GARD,Outaouais,"540, chemin Vanier",
Gatineau,J8P 2E7,10,88,QC,GARDERIE ÉDUCATIVE LES PTITS COEURS DE LORRAIN,GARD,Outaouais,"106, boulevard Lorrain",CR
Gatineau,J8Y 4B7,15,80,QC,GARDERIE ÉDUCATIVE LES PTITS COEURS DE MONT BLEU INC.,GARD,Outaouais,"749, boulevard Saint Joseph",CR
Gatineau,J8P 1G8,10,56,QC,GARDERIE ÉDUCATIVE MA PETITE MARMAILLE INC.,GARD,Outaouais,"814, boulevard Maloney Est",
Gatineau,J9J 0M2,10,36,QC,GARDERIE ÉDUCATIVE PARFAITEMENT PETIT,GARD,Outaouais,"201, rue du Prado",CR
Gatineau,J9H 0B8,20,76,QC,GARDERIE ÉDUCATIVE RÊVE D'ENFANCE INC.,GARD,Outaouais,"745, chemin d'Aylmer, bureau B 105",
Gatineau,J8L 2H3,15,80,QC,L'OISEAU BLEU,CPE,Outaouais,"574, avenue de Buckingham",CR
Gatineau,J8L 3W7,5,69,QC,L'OISEAU BLEU,CPE,Outaouais,"426, rue Haspect",CR
Gatineau,J8Y 5H8,0,26,QC,LA CRÈCHE ET PLUS,GARD,Outaouais,"174, rue Isabelle",
Gatineau,J8X 2W9,0,29,QC,LA CRÈCHE ET PLUS II,GARD,Outaouais,"172, rue Eddy",
Gatineau,J9H 4K2,5,28,QC,LA DOUCEUR DE L'ENFANCE INC.,GARD,Outaouais,"70, chemin Eardley",
Gatineau,J9J 0M2,8,62,QC,LA GARDERIE ÉDUCATIVE PARFAITEMENT + GRAND,GARD,Outaouais,"201, A, rue du Prado",CR
Gatineau,J9H 5P5,0,20,QC,LA PETITE ÉCOLE DE MON QUARTIER,GARD,Outaouais,"584, Boulevard Wilfrid Lavigne",
Gatineau,J8Z 1T3,5,80,QC,LA PETITE ÉCOLE VISION GATINEAU,GARD,Outaouais,"1040, boulevard Saint Joseph",
Gatineau,J8V 2C5,15,80,QC,LA PLANÈTE DES ENFANTS,CPE,Outaouais,"171, chemin Lebaudy",CR
Gatineau,J8P 7M4,20,100,QC,LE ROYAUME DES KOALAS INC.,GARD,Outaouais,"630, boul. Maloney Est local 6 & 9",CR
Gatineau,J8L 2E5,0,24,QC,LE ROYAUME DU PETIT,GARD,Outaouais,"916, A rue Georges",CR
Gatineau,J8X 1E1,20,80,QC,LES HIBOUX DE MONT BLEU,GARD,Outaouais,"106, boulevard Sacré Coeur local 101",
Gatineau,J8Y 1T3,0,29,QC,LES PETITS SOURIRES,GARD,Outaouais,"162, boulevard Saint Raymond",
Gatineau,J8Y 1W5,0,55,QC,LES RACINES DE VIE MONTESSORI,GARD,Outaouais,"225, rue Gamelin",
Gatineau,J9A 1A8,0,30,QC,MAISON D'ENFANTS MONTESSORI,GARD,Outaouais,"14, rue St François",
Gatineau,J9J 3T4,20,80,QC,MON PETIT COSMOS,GARD,Outaouais,"270, rue Maurice Duplessis",
Gatineau,J9J 3T4,15,80,QC,MON PETIT COSMOS 2,GARD,Outaouais,"260, rue Maurice Duplessis",
Gatineau,J8T 4H5,0,56,QC,MONTESSORI GATINEAU,GARD,Outaouais,"1915, rue Saint Louis",CR
Gatineau,J8Y 3G7,0,47,QC,MONTESSORI MAVIE INC.,GARD,Outaouais,"25, rue Booth",
Gatineau,J9H 5N5,10,52,QC,PROJET NANA PAPILLON,GARD,Outaouais,"1, rue Shortley",
Gatineau,J8T 4H9,0,53,QC,PRÉ MATERNELLE TOURAINE,GARD,Outaouais,"13, avenue Gatineau",
Gatineau,J9H 3L3,0,24,QC,PRÉMATERNELLE/SERVICE DE GARDE L¿HÉRITAGE DU VIEUX AYLMER,GARD,Outaouais,"46A, rue Principale",
Gatineau,J8P 0B8,15,80,QC,PRÉSCOLAIRE BAMBINI INC.,GARD,Outaouais,"97, rue Broadway Est",
Gatineau,J8T 5L8,23,80,QC,PRÉSCOLAIRE L'EXCELLENCE INC.,GARD,Outaouais,"2291, rue Saint Louis, local 100",CR
Gatineau,J9J 1E7,20,80,QC,PRÉSCOLAIRE MONTESSORI D'AYLMER INC.,GARD,Outaouais,"350, chemin Vanier",
Gatineau,J8Y 4B7,26,80,QC,PRÉSCOLAIRE MONTESSORI DE GATINEAU INC.,GARD,Outaouais,"755, boulevard Saint Joseph",CR
Gatineau,J9H 3M9,0,50,QC,ÉCOLE MONTESSORI DE L'OUTAOUAIS INC.,GARD,Outaouais,"161, rue Principale",
Gracefield,J0X 1W0,10,54,QC,CENTRE DE LA PETITE ENFANCE VALLÉE SOURIRE,CPE,Outaouais,"1A, rue Roy",CR
Kazabazua,J0X 1X0,10,34,QC,CENTRE DE LA PETITE ENFANCE VALLÉE SOURIRE,CPE,Outaouais,"30, rue Chamberlain",CR
L'Ange Gardien,J8L 4M8,5,47,QC,CENTRE DE LA PETITE ENFANCE LE LIÈVRE ET LA TORTUE,CPE,Outaouais,"6, chemin Vol à Voile",CR
L'Ange Gardien,J8L 0G2,5,31,QC,CENTRE DE LA PETITE ENFANCE LE LIÈVRE ET LA TORTUE,CPE,Outaouais,"42, chemin des Bouleaux",CR
L'Ange Gardien,J8L 4M8,10,60,QC,CENTRE DE LA PETITE ENFANCE LE LIÈVRE ET LA TORTUE,CPE,Outaouais,"6B, chemin Vol à Voile",CR
L'Ange Gardien,J8L 0J5,10,78,QC,LE LIEVRE ET LA TORTUE,CPE,Outaouais,"68, chemin Mary",CR
L'Isle aux Allumettes,J0X 1M0,5,37,QC,CENTRE DE LA PETITE ENFANCE 1 2 3 PICABOU,CPE,Outaouais,"30, rue Rochon",CR
La Pêche,J0X 3G0,5,37,QC,CENTRE DE LA PETITE ENFANCE L'EVEIL DE LA NATURE,CPE,Outaouais,"21, chemin Sully",CR
La Pêche,J0X 2W0,10,52,QC,CENTRE DE LA PETITE ENFANCE L'ÉVEIL DE LA NATURE,CPE,Outaouais,"11, chemin Raphaël",CR
Maniwaki,J9E 1H4,0,50,QC,CENTRE DE LA PETITE ENFANCE LA BOTTINE DE MANIWAKI INC.,CPE,Outaouais,"322, rue du Couvent",CR
Maniwaki,J9E 3B1,10,46,QC,GARDERIE WAZOSON,GARD,Outaouais,"38, Paganakomin Mikan",CR
Maniwaki,J9E 2B8,15,51,QC,RÉSEAU PETITS PAS,CPE,Outaouais,"150, rue Principale Nord",CR
Mansfield et Pontefract,J0X 1R0,10,42,QC,CENTRE DE LA PETITE ENFANCE 1 2 3 PICABOU,CPE,Outaouais,"242, rue Lévesque",CR
Papineauville,J0V 1R0,11,62,QC,LES GEAIS BLEUS,CPE,Outaouais,"381, rue Papineau",CR
Pontiac,J0X 2G0,5,39,QC,SERVICE DE GARDE DE LUSKVILLE,CPE,Outaouais,"1955, chemin de la Montagne",CR
Ripon,J0V 1V0,10,44,QC,CENTRE DE LA PETITE ENFANCE AUX MILLE COULEURS,CPE,Outaouais,"6, rue du Marché",CR
Saint André Avellin,J0V 1W0,15,75,QC,CENTRE DE LA PETITE ENFANCE AUX MILLE COULEURS INC.,CPE,Outaouais,"529, rue Charles Auguste Montreuil C.P. 501",CR
Shawville,J0X 2Y0,5,39,QC,SERVICE DE GARDE DE SHAWVILLE,CPE,Outaouais,"316, Argue Crescent",CR
Thurso,J0X 3B0,10,62,QC,LES COLIBRIS,CPE,Outaouais,"70, rue Galipeau",CR
Val des Monts,J8N 7X4,10,52,QC,CENTRE DE LA PETITE ENFANCE LA CIGALE ET LA FOURMI,CPE,Outaouais,"12, chemin Marollie",CR
Val des Monts,J8N 4H2,5,39,QC,CENTRE DE LA PETITE ENFANCE LA CIGALE ET LA FOURMI,CPE,Outaouais,"36, chemin Du Fort",CR
Val des Monts,J8N 7E9,20,100,QC,GARDERIE DE LA FORÊT ENCHANTÉE 2,GARD,Outaouais,"26, chemin de l'École",CR
Val des Monts,J8N 7M9,10,70,QC,GARDERIE DE LA FORÊT ENCHANTÉE DE VAL DES MONTS INC.,GARD,Outaouais,"1784, route du Carrefour",CR
Amos,J9T 2V6,10,72,QC,CENTRE DE LA PETITE ENFANCE ARLEQUIN ET COLOMBINE,CPE,Abitibi Témiscamingue,"361, 6e Rue Ouest",CR
Amos,J9T 4H6,15,75,QC,CENTRE DE LA PETITE ENFANCE ARLEQUIN ET COLOMBINE,CPE,Abitibi Témiscamingue,"22, rue du Carrefour",CR
Amos,J9T 2A4,10,60,QC,CENTRE DE LA PETITE ENFANCE DES PETITS ÉLANS,CPE,Abitibi Témiscamingue,"412, rue Taschereau",CR
Amos,J9T 1Y3,10,60,QC,CPE DES PETITS ÉLANS,CPE,Abitibi Témiscamingue,"51, 4e Rue Est",CR
Kebaowek,J0Z 3R1,5,21,QC,CENTRE DE LA PETITE ENFANCE KEBAOWEK,CPE,Abitibi Témiscamingue,"100, rue Amik",CR
La Sarre,J9Z 1H5,5,49,QC,CENTRE DE LA PETITE ENFANCE BOUT D'CHOU,CPE,Abitibi Témiscamingue,"15, 3e Avenue Est",CR
La Sarre,J9Z 2J4,15,80,QC,CPE LES PETITS CHATONS INC.,CPE,Abitibi Témiscamingue,"545, 2e Rue Est",CR
La Sarre,J9Z 2H6,10,48,QC,GARDERIE TI MINOU CHEZ ROSIE,GARD,Abitibi Témiscamingue,"343, 2e Rue Est",CR
Lac Simon,J0Y 3M0,5,30,QC,CENTRE DE LA PETITE ENFANCE TAKINAGAN,CPE,Abitibi Témiscamingue,"1029, rue Mohigan",CR
Lac Simon,J0Y 3M0,15,49,QC,CENTRE DE LA PETITE ENFANCE TAKINAGAN INSTALLATION 2,CPE,Abitibi Témiscamingue,"1062, rue Ogima",CR
Lorrainville,J0Z 2R0,5,39,QC,CENTRE DE LA PETITE ENFANCE CHEZ CALIMÉRO INSTALLATION LUTINS,CPE,Abitibi Témiscamingue,"4, rue Notre Dame Est",CR
Macamic,J0Z 2S0,18,78,QC,CENTRE DE LA PETITE ENFANCE BOUT D'CHOU,CPE,Abitibi Témiscamingue,"57, 4e Avenue Ouest",CR
Malartic,J0Y 1Z0,15,80,QC,CENTRE DE LA PETITE ENFANCE BAMBIN ET CÂLIN,CPE,Abitibi Témiscamingue,"700, rue Harricana C.P. 100",CR
Malartic,J0Y 1Z0,10,52,QC,CENTRE DE LA PETITE ENFANCE BAMBIN ET CÂLIN,CPE,Abitibi Témiscamingue,"702, rue Harricana",CR
Notre Dame du Nord,J0Z 3B0,10,75,QC,PIDABAN,CPE,Abitibi Témiscamingue,"10, Algonquin Avenue",CR
Pikogan,J9T 3A3,10,68,QC,CENTRE DE LA PETITE ENFANCE MOKAAM,CPE,Abitibi Témiscamingue,"75, rue Migwan",CR
Rouyn Noranda,J9X 3C5,10,80,QC,"CENTRE DE LA PETITE ENFANCE ""AU JARDIN DE PIERROT"" INC.",CPE,Abitibi Témiscamingue,"399, rue Perreault Est",CR
Rouyn Noranda,J9X 5H5,0,32,QC,CENTRE DE LA PETITE ENFANCE BELLE NATURE,CPE,Abitibi Témiscamingue,"891, rue Perreault Est, Local 150",CR
Rouyn Noranda,J9X 7G9,10,80,QC,CENTRE DE LA PETITE ENFANCE BONNAVENTURE,CPE,Abitibi Témiscamingue,"259, avenue Principale",CR
Rouyn Noranda,J9X 6Z6,20,78,QC,CENTRE DE LA PETITE ENFANCE BONNAVENTURE,CPE,Abitibi Témiscamingue,"381, rue Notre Dame Ouest",CR
Rouyn Noranda,J9X 5E5,15,80,QC,CENTRE DE LA PETITE ENFANCE FLEUR ET MIEL,CPE,Abitibi Témiscamingue,"545, boulevard du Collège",CR
Rouyn Noranda,J9X 5E5,10,43,QC,CENTRE DE LA PETITE ENFANCE FLEUR ET MIEL,CPE,Abitibi Témiscamingue,"545 A, boulevard du Collège",CR
Rouyn Noranda,J9X 5R5,10,43,QC,CENTRE DE LA PETITE ENFANCE FLEUR ET MIEL,CPE,Abitibi Témiscamingue,"731, rue Tardif Est",CR
Rouyn Noranda,J9X 1Y7,15,67,QC,CENTRE DE LA PETITE ENFANCE L'ANODE MAGIQUE INC.,CPE,Abitibi Témiscamingue,"36, 6e Rue",CR
Rouyn Noranda,J9Y 0H2,5,47,QC,CENTRE DE LA PETITE ENFANCE L'ANODE MAGIQUE INC.,CPE,Abitibi Témiscamingue,"180, rue de McWatters",CR
Rouyn Noranda,J0Z 1Y0,5,47,QC,CENTRE DE LA PETITE ENFANCE L'ANODE MAGIQUE INC.,CPE,Abitibi Témiscamingue,"111, rue d'Évain",CR
Rouyn Noranda,J9X 2E8,10,80,QC,CENTRE DE LA PETITE ENFANCE LA RIBAMBELLE,CPE,Abitibi Témiscamingue,"111, 11e Rue",CR
Rouyn Noranda,J9X 4L8,10,44,QC,GARDERIE EXPLORATEURS DU MONDE,GARD,Abitibi Témiscamingue,"456, avenue Richard",CR
Rouyn Noranda,J0Z 1K0,5,13,QC,LE PHÉNIX INSTALLATION BELLECOMBE,CPE,Abitibi Témiscamingue,"2501, route des Pionniers",CR
Rouyn Noranda,J9X 1H4,15,75,QC,"LE PHÉNIX, COOPÉRATIVE DE SOLIDARITÉ 1",CPE,Abitibi Témiscamingue,"561, avenue Murdoch",CR
Rouyn Noranda,J9X 1H4,10,70,QC,"LE PHÉNIX, COOPÉRATIVE DE SOLIDARITÉ 2",CPE,Abitibi Témiscamingue,"561C, avenue Murdoch",CR
Sainte Germaine Boulé,J0Z 1M0,5,42,QC,CENTRE DE LA PETITE ENFANCE BOUT D'CHOU,CPE,Abitibi Témiscamingue,"202, rue de l'Aréna",CR
Senneterre,J0Y 2M0,10,78,QC,CENTRE DE LA PETITE ENFANCE BOUT'CHOU ET CASSE COU INC.,CPE,Abitibi Témiscamingue,"770, 11e Avenue",CR
Senneterre,J0Y 2M0,5,21,QC,PAVILLON LISETTE BRANCONNIER,CPE,Abitibi Témiscamingue,"221, 12 ième Avenue Est",CR
Témiscaming,J0Z 3R0,10,70,QC,CPE (CENTRE DE LA PETITE ENFANCE) CANNELLE ET PRUNEAU INC.,CPE,Abitibi Témiscamingue,"1411, chemin Kipawa",CR
Val d'Or,J9P 1S3,10,80,QC,CENTRE DE LA PETITE ENFANCE ABINODJIC MIGUAM,CPE,Abitibi Témiscamingue,"533, 3e Avenue",CR
Val d'Or,J9P 3P1,0,15,QC,CENTRE DE LA PETITE ENFANCE LA MAGIE DU RÊVE INSTALLATION FORÊT RÉCRÉATIVE,CPE,Abitibi Témiscamingue,"1241, 8eme rue",CR
Val d'Or,J9P 3M6,15,80,QC,CENTRE DE LA PETITE ENFANCE LA VALLÉE DES LOUPIOTS,CPE,Abitibi Témiscamingue,"250, Avenue Paquin",CR
Val d'Or,J9P 7C6,7,45,QC,CENTRE DE LA PETITE ENFANCE MISIPISON,CPE,Abitibi Témiscamingue,", Kitcisakik, Grand Lac Victoria, via Louvicourt C.P. 520",CR
Val d'Or,J9P 3M6,0,65,QC,CENTRE DE LA PETITE ENFANCE VALLÉE DES LOUPIOTS,CPE,Abitibi Témiscamingue,"7, place Guillemette",CR
Val d'Or,J9P 0B8,10,59,QC,CENTRE DE LA PETITE ENFANCE VALLÉE DES LOUPIOTS,CPE,Abitibi Témiscamingue,"351, rue de l'Église",CR
Val d'Or,J9P 4M5,10,80,QC,GARDERIE AUX JARDINS DES MERVEILLES 2001,GARD,Abitibi Témiscamingue,"111, chemin de la Baie Carrière",CR
Val d'Or,J9P 5H3,10,80,QC,LE CENTRE DE LA PETITE ENFANCE LA MAGIE DU RÊVE,CPE,Abitibi Témiscamingue,"1277, boulevard Forest",CR
Val d'Or,J9P 5H3,10,18,QC,LE CENTRE DE LA PETITE ENFANCE LA MAGIE DU RÊVE 2,CPE,Abitibi Témiscamingue,"1277, boulevard Forest",CR
Ville Marie,J9V 1Y5,10,62,QC,CENTRE DE LA PETITE ENFANCE CHEZ CALIMÉRO INSTALLATION 1,CPE,Abitibi Témiscamingue,"5, rue Richard",CR
Ville Marie,J9V 1Y6,10,44,QC,CENTRE DE LA PETITE ENFANCE CHEZ CALIMÉRO INSTALLATION 2,CPE,Abitibi Témiscamingue,"58, rue Richard",CR
Winneway,J0Z 2J0,5,30,QC,CENTRE DE LA PETITE ENFANCE AMOSESAG,CPE,Abitibi Témiscamingue,"603, Ocki Mikana",CR
Baie Comeau,G4Z 2M1,3,55,QC,CENTRE DE LA PETITE ENFANCE AU BOISÉ,CPE,Côte Nord,"25, avenue Chapleau",CR
Baie Comeau,G4Z 2M1,2,2,QC,CENTRE DE LA PETITE ENFANCE AU BOISÉ INS TEMP,CPE,Côte Nord,"25, avenue Chapleau",CR
Baie Comeau,G5C 2E7,5,65,QC,CENTRE DE LA PETITE ENFANCE AU CARRÉ DE SABLE INC.,CPE,Côte Nord,"1472, rue Côté",CR
Baie Comeau,G5C 3C3,10,53,QC,INSTALLATION 1000 PETITS PAS,CPE,Côte Nord,"1000, rue Mingan",CR
Baie Comeau,G4Z 1X8,5,56,QC,INSTALLATION LES GAMINS D'ICI,CPE,Côte Nord,"22, avenue Monseigneur Plessis",CR
Baie Comeau,G5C 2B2,10,78,QC,LES P'TITS BÉCOTS,CPE,Côte Nord,"525, boulevard Blanche",CR
Baie Comeau,G5C 2B2,0,8,QC,LES P'TITS BÉCOTS INSTALLATION 2,CPE,Côte Nord,"525, boulevard Blanche",CR
Blanc Sablon,G0G 1W0,6,32,QC,CENTRE DE LA PETITE ENFANCE MER ET MOUSSE,CPE,Côte Nord,"2, rue Pointe Lazy",CR
Essipit,G0T 1K0,0,26,QC,CPE LA GIROFLÉE ESCOUMINS,CPE,Côte Nord,"29, rue de la Réserve",CR
Fermont,G0G 1J0,10,78,QC,"CENTRE DE LA PETITE ENFANCE ""LE MUR MÛR"" INC.",CPE,Côte Nord,"299, Le Carrefour, locaux 1 à 8",CR
Forestville,G0T 1E0,5,21,QC,CPE LA GIROFLÉE FORESTVILLE,CPE,Côte Nord,"11, 10e rue",CR
Havre Saint Pierre,G0G 1P0,15,75,QC,CENTRE DE LA PETITE ENFANCE PICASSOU INC.,CPE,Côte Nord,"1310, rue de la Digue",CR
Kawawachikamach,G0G 2Z0,15,64,QC,CENTRE DE LA PETITE ENFANCE SACHIDUN,CPE,Côte Nord,"1018, route Naskapi",CR
La Romaine,G0G 1M0,5,29,QC,CENTRE DE LA PETITE ENFANCE NUSSUM,CPE,Côte Nord,"92, rue du Large C.P. 212",CR
Les Bergeronnes,G0T 1G0,5,26,QC,CPE LA GIROFLÉE BERGERONNES,CPE,Côte Nord,"512, rue du Boisé",CR
Longue Pointe de Mingan,G0G 1V0,5,21,QC,INSTALLATION 2 AUX MILLE SURPRISES,CPE,Côte Nord,"499, rue du Centre",CR
Longue Rive,G0T 1Z0,5,13,QC,CPE LA GIROFLÉE LONGUE RIVE,CPE,Côte Nord,"316, rue Principale",CR
Maliotenam,G4R 4K2,10,58,QC,CENTRE DE LA PETITE ENFANCE AUASSIS,CPE,Côte Nord,"30, rue Manakash",CR
Mingan,G0G 1V0,10,50,QC,CENTRE DE LA PETITE ENFANCE MIKUPISHAKAN,CPE,Côte Nord,"33, rue Tshiashinnuat",CR
Natashquan,G0G 2E0,10,64,QC,CENTRE DE LA PETITE ENFANCE UAPUKUN,CPE,Côte Nord,"188, rue Pashin",CR
Pessamit,G0H 1B0,10,78,QC,NUITSHEUAKAN,CPE,Côte Nord,"2, place Niash Picard",CR
Pessamit,G0H 1B0,2,20,QC,NUITSHEUAKAN INSTALLATION TEMPORAIRE,CPE,Côte Nord,"2, place Niash Picard",CR
Port Cartier,G5B 1M2,10,78,QC,LA MER VEILLEUSE,CPE,Côte Nord,"31, rue Audubon",CR
Port Cartier,G5B 2N4,10,78,QC,LE SENTIER DES MERVEILLES,CPE,Côte Nord,"20, boulevard des Îles",CR
Ragueneau,G0H 1S0,10,44,QC,INSTALLATION LES PETITS AVENTURIERS,CPE,Côte Nord,"37, route 138",CR
